words,tags,intent,sentence,slots,intent_id
"['We', 'bring', '155', 'knots', 'for', 'takeoff']","['O', 'B-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We bring 155 knots for takeoff,"{'action': 'bring', 'speed': '155', 'phase': 'takeoff'}",
"['We', 'push', '240', 'knots', 'for', 'descent']","['O', 'B-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We push 240 knots for descent,"{'action': 'push', 'speed': '240', 'phase': 'descent'}",
"['We', 'start', '245', 'knots', 'for', 'approach']","['O', 'B-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We start 245 knots for approach,"{'action': 'start', 'speed': '245', 'phase': 'approach'}",
"['We', 'spin', 'up', '155', 'knots', 'for', 'landing']","['O', 'B-action', 'I-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We spin up 155 knots for landing,"{'action': 'spin up', 'speed': '155', 'phase': 'landing'}",
"['We', 'push', '170', 'knots', 'for', 'approach']","['O', 'B-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We push 170 knots for approach,"{'action': 'push', 'speed': '170', 'phase': 'approach'}",
"['We', 'engage', '325', 'knots', 'for', 'takeoff']","['O', 'B-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We engage 325 knots for takeoff,"{'action': 'engage', 'speed': '325', 'phase': 'takeoff'}",
"['We', 'push', '285', 'knots', 'for', 'landing']","['O', 'B-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We push 285 knots for landing,"{'action': 'push', 'speed': '285', 'phase': 'landing'}",
"['We', 'start', '305', 'knots', 'for', 'descent']","['O', 'B-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We start 305 knots for descent,"{'action': 'start', 'speed': '305', 'phase': 'descent'}",
"['We', 'push', '235', 'knots', 'for', 'descent']","['O', 'B-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We push 235 knots for descent,"{'action': 'push', 'speed': '235', 'phase': 'descent'}",
"['We', 'set', '280', 'knots', 'for', 'climb']","['O', 'B-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We set 280 knots for climb,"{'action': 'set', 'speed': '280', 'phase': 'climb'}",
"['We', 'fire', 'up', '295', 'knots', 'for', 'descent']","['O', 'B-action', 'I-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We fire up 295 knots for descent,"{'action': 'fire up', 'speed': '295', 'phase': 'descent'}",
"['We', 'accelerate', '320', 'knots', 'for', 'takeoff']","['O', 'B-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We accelerate 320 knots for takeoff,"{'action': 'accelerate', 'speed': '320', 'phase': 'takeoff'}",
"['We', 'start', '245', 'knots', 'for', 'cruise']","['O', 'B-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We start 245 knots for cruise,"{'action': 'start', 'speed': '245', 'phase': 'cruise'}",
"['We', 'set', '220', 'knots', 'for', 'descent']","['O', 'B-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We set 220 knots for descent,"{'action': 'set', 'speed': '220', 'phase': 'descent'}",
"['We', 'spin', 'up', '300', 'knots', 'for', 'descent']","['O', 'B-action', 'I-action', 'B-speed', 'O', 'O', 'B-phase']",1.0,We spin up 300 knots for descent,"{'action': 'spin up', 'speed': '300', 'phase': 'descent'}",
"['increase', 'the', 'power']","['O', 'O', 'O']",1.0,increase the power,{'command': 'increase'},
"['decrease', 'the', 'power']","['O', 'O', 'O']",1.0,decrease the power,{'command': 'decrease'},
"['adjust', 'the', 'power']","['O', 'O', 'O']",1.0,adjust the power,{'command': 'adjust'},
"['modify', 'the', 'power']","['O', 'O', 'O']",1.0,modify the power,{'command': 'modify'},
"['set', 'the', 'power']","['O', 'O', 'O']",1.0,set the power,{'command': 'set'},
"['full', 'throttle', 'confirmed']","['B-regime', 'I-regime', 'O']",1.0,full throttle confirmed,"{'confirmation': 'confirmed', 'regime': 'full throttle'}",
"['full', 'throttle', 'set']","['B-regime', 'I-regime', 'O']",1.0,full throttle set,"{'confirmation': 'set', 'regime': 'full throttle'}",
"['full', 'throttle', 'adjusted']","['B-regime', 'I-regime', 'O']",1.0,full throttle adjusted,"{'confirmation': 'adjusted', 'regime': 'full throttle'}",
"['full', 'throttle', 'stabilized']","['B-regime', 'I-regime', 'O']",1.0,full throttle stabilized,"{'confirmation': 'stabilized', 'regime': 'full throttle'}",
"['full', 'throttle', 'locked']","['B-regime', 'I-regime', 'O']",1.0,full throttle locked,"{'confirmation': 'locked', 'regime': 'full throttle'}",
"['maximum', 'thrust', 'confirmed']","['B-regime', 'I-regime', 'O']",1.0,maximum thrust confirmed,"{'confirmation': 'confirmed', 'regime': 'maximum thrust'}",
"['maximum', 'thrust', 'set']","['B-regime', 'I-regime', 'O']",1.0,maximum thrust set,"{'confirmation': 'set', 'regime': 'maximum thrust'}",
"['maximum', 'thrust', 'adjusted']","['B-regime', 'I-regime', 'O']",1.0,maximum thrust adjusted,"{'confirmation': 'adjusted', 'regime': 'maximum thrust'}",
"['maximum', 'thrust', 'stabilized']","['B-regime', 'I-regime', 'O']",1.0,maximum thrust stabilized,"{'confirmation': 'stabilized', 'regime': 'maximum thrust'}",
"['maximum', 'thrust', 'locked']","['B-regime', 'I-regime', 'O']",1.0,maximum thrust locked,"{'confirmation': 'locked', 'regime': 'maximum thrust'}",
"['full', 'power', 'confirmed']","['B-regime', 'I-regime', 'O']",1.0,full power confirmed,"{'confirmation': 'confirmed', 'regime': 'full power'}",
"['full', 'power', 'set']","['B-regime', 'I-regime', 'O']",1.0,full power set,"{'confirmation': 'set', 'regime': 'full power'}",
"['full', 'power', 'adjusted']","['B-regime', 'I-regime', 'O']",1.0,full power adjusted,"{'confirmation': 'adjusted', 'regime': 'full power'}",
"['full', 'power', 'stabilized']","['B-regime', 'I-regime', 'O']",1.0,full power stabilized,"{'confirmation': 'stabilized', 'regime': 'full power'}",
"['full', 'power', 'locked']","['B-regime', 'I-regime', 'O']",1.0,full power locked,"{'confirmation': 'locked', 'regime': 'full power'}",
"['max', 'power', 'confirmed']","['B-regime', 'I-regime', 'O']",1.0,max power confirmed,"{'confirmation': 'confirmed', 'regime': 'max power'}",
"['max', 'power', 'set']","['B-regime', 'I-regime', 'O']",1.0,max power set,"{'confirmation': 'set', 'regime': 'max power'}",
"['max', 'power', 'adjusted']","['B-regime', 'I-regime', 'O']",1.0,max power adjusted,"{'confirmation': 'adjusted', 'regime': 'max power'}",
"['max', 'power', 'stabilized']","['B-regime', 'I-regime', 'O']",1.0,max power stabilized,"{'confirmation': 'stabilized', 'regime': 'max power'}",
"['max', 'power', 'locked']","['B-regime', 'I-regime', 'O']",1.0,max power locked,"{'confirmation': 'locked', 'regime': 'max power'}",
"['cruise', 'power', 'confirmed']","['B-regime', 'I-regime', 'O']",1.0,cruise power confirmed,"{'confirmation': 'confirmed', 'regime': 'cruise power'}",
"['cruise', 'power', 'set']","['B-regime', 'I-regime', 'O']",1.0,cruise power set,"{'confirmation': 'set', 'regime': 'cruise power'}",
"['cruise', 'power', 'adjusted']","['B-regime', 'I-regime', 'O']",1.0,cruise power adjusted,"{'confirmation': 'adjusted', 'regime': 'cruise power'}",
"['cruise', 'power', 'stabilized']","['B-regime', 'I-regime', 'O']",1.0,cruise power stabilized,"{'confirmation': 'stabilized', 'regime': 'cruise power'}",
"['cruise', 'power', 'locked']","['B-regime', 'I-regime', 'O']",1.0,cruise power locked,"{'confirmation': 'locked', 'regime': 'cruise power'}",
"['idle', 'power', 'confirmed']","['B-regime', 'I-regime', 'O']",1.0,idle power confirmed,"{'confirmation': 'confirmed', 'regime': 'idle power'}",
"['idle', 'power', 'set']","['B-regime', 'I-regime', 'O']",1.0,idle power set,"{'confirmation': 'set', 'regime': 'idle power'}",
"['idle', 'power', 'adjusted']","['B-regime', 'I-regime', 'O']",1.0,idle power adjusted,"{'confirmation': 'adjusted', 'regime': 'idle power'}",
"['idle', 'power', 'stabilized']","['B-regime', 'I-regime', 'O']",1.0,idle power stabilized,"{'confirmation': 'stabilized', 'regime': 'idle power'}",
"['idle', 'power', 'locked']","['B-regime', 'I-regime', 'O']",1.0,idle power locked,"{'confirmation': 'locked', 'regime': 'idle power'}",
"['Engine', 'setting:', 'normal']","['O', 'O', 'O']",1.0,Engine setting: normal,{'setting': 'normal'},
"['Engine', 'setting:', 'economy']","['O', 'O', 'O']",1.0,Engine setting: economy,{'setting': 'economy'},
"['Engine', 'setting:', 'maximum']","['O', 'O', 'O']",1.0,Engine setting: maximum,{'setting': 'maximum'},
"['Engine', 'setting:', 'reduced']","['O', 'O', 'O']",1.0,Engine setting: reduced,{'setting': 'reduced'},
"['Engine', 'setting:', 'cruise']","['O', 'O', 'O']",1.0,Engine setting: cruise,{'setting': 'cruise'},
"['Engine', 'setting:', 'takeoff']","['O', 'O', 'O']",1.0,Engine setting: takeoff,{'setting': 'takeoff'},
"['Throttle', 'start']","['O', 'B-action']",1.0,Throttle start,{'action': 'start'},
"['Throttle', 'push']","['O', 'B-action']",1.0,Throttle push,{'action': 'push'},
"['Throttle', 'set']","['O', 'B-action']",1.0,Throttle set,{'action': 'set'},
"['Throttle', 'engage']","['O', 'B-action']",1.0,Throttle engage,{'action': 'engage'},
"['Throttle', 'fire', 'up']","['O', 'B-action', 'I-action']",1.0,Throttle fire up,{'action': 'fire up'},
"['Throttle', 'spin', 'up']","['O', 'B-action', 'I-action']",1.0,Throttle spin up,{'action': 'spin up'},
"['Throttle', 'bring']","['O', 'B-action']",1.0,Throttle bring,{'action': 'bring'},
"['Throttle', 'increase']","['O', 'B-action']",1.0,Throttle increase,{'action': 'increase'},
"['Throttle', 'decrease']","['O', 'B-action']",1.0,Throttle decrease,{'action': 'decrease'},
"['Throttle', 'reduce']","['O', 'B-action']",1.0,Throttle reduce,{'action': 'reduce'},
"['Throttle', 'accelerate']","['O', 'B-action']",1.0,Throttle accelerate,{'action': 'accelerate'},
"['Power', 'increase']","['O', 'O']",1.0,Power increase,{'command': 'increase'},
"['Power', 'decrease']","['O', 'O']",1.0,Power decrease,{'command': 'decrease'},
"['Power', 'adjust']","['O', 'O']",1.0,Power adjust,{'command': 'adjust'},
"['Power', 'modify']","['O', 'O']",1.0,Power modify,{'command': 'modify'},
"['Power', 'set']","['O', 'O']",1.0,Power set,{'command': 'set'},
"['start', 'engines']","['B-action', 'O']",1.0,start engines,{'action': 'start'},
"['push', 'engines']","['B-action', 'O']",1.0,push engines,{'action': 'push'},
"['set', 'engines']","['B-action', 'O']",1.0,set engines,{'action': 'set'},
"['engage', 'engines']","['B-action', 'O']",1.0,engage engines,{'action': 'engage'},
"['fire', 'up', 'engines']","['B-action', 'I-action', 'O']",1.0,fire up engines,{'action': 'fire up'},
"['spin', 'up', 'engines']","['B-action', 'I-action', 'O']",1.0,spin up engines,{'action': 'spin up'},
"['bring', 'engines']","['B-action', 'O']",1.0,bring engines,{'action': 'bring'},
"['increase', 'engines']","['B-action', 'O']",1.0,increase engines,{'action': 'increase'},
"['decrease', 'engines']","['B-action', 'O']",1.0,decrease engines,{'action': 'decrease'},
"['reduce', 'engines']","['B-action', 'O']",1.0,reduce engines,{'action': 'reduce'},
"['accelerate', 'engines']","['B-action', 'O']",1.0,accelerate engines,{'action': 'accelerate'},
"['release', 'the', 'brakes']","['B-action', 'O', 'O']",2.0,release the brakes,{'action': 'release'},
"['disengage', 'the', 'brakes']","['B-action', 'O', 'O']",2.0,disengage the brakes,{'action': 'disengage'},
"['free', 'the', 'brakes']","['B-action', 'O', 'O']",2.0,free the brakes,{'action': 'free'},
"['remove', 'the', 'brakes']","['B-action', 'O', 'O']",2.0,remove the brakes,{'action': 'remove'},
"['turn', 'off', 'the', 'brakes']","['B-action', 'I-action', 'O', 'O']",2.0,turn off the brakes,{'action': 'turn off'},
"['unlock', 'the', 'brakes']","['B-action', 'O', 'O']",2.0,unlock the brakes,{'action': 'unlock'},
"['open', 'the', 'brakes']","['B-action', 'O', 'O']",2.0,open the brakes,{'action': 'open'},
"['Brakes', 'released']","['O', 'O']",2.0,Brakes released,{'state': 'released'},
"['Brakes', 'disengaged']","['O', 'O']",2.0,Brakes disengaged,{'state': 'disengaged'},
"['Brakes', 'off']","['O', 'O']",2.0,Brakes off,{'state': 'off'},
"['Brakes', 'free']","['O', 'O']",2.0,Brakes free,{'state': 'free'},
"['Brakes', 'unlocked']","['O', 'O']",2.0,Brakes unlocked,{'state': 'unlocked'},
"['Brakes', 'inactive']","['O', 'O']",2.0,Brakes inactive,{'state': 'inactive'},
"['Brakes', 'open']","['O', 'O']",2.0,Brakes open,{'state': 'open'},
"['release', 'brakes']","['B-action', 'O']",2.0,release brakes,{'action': 'release'},
"['disengage', 'brakes']","['B-action', 'O']",2.0,disengage brakes,{'action': 'disengage'},
"['free', 'brakes']","['B-action', 'O']",2.0,free brakes,{'action': 'free'},
"['remove', 'brakes']","['B-action', 'O']",2.0,remove brakes,{'action': 'remove'},
"['turn', 'off', 'brakes']","['B-action', 'I-action', 'O']",2.0,turn off brakes,{'action': 'turn off'},
"['unlock', 'brakes']","['B-action', 'O']",2.0,unlock brakes,{'action': 'unlock'},
"['open', 'brakes']","['B-action', 'O']",2.0,open brakes,{'action': 'open'},
"['Brakes', 'off']","['O', 'O']",2.0,Brakes off,{'command': 'off'},
"['Brakes', 'stop']","['O', 'O']",2.0,Brakes stop,{'command': 'stop'},
"['Brakes', 'out']","['O', 'O']",2.0,Brakes out,{'command': 'out'},
"['Brakes', 'free']","['O', 'O']",2.0,Brakes free,{'command': 'free'},
"['Brakes', 'released']","['O', 'O']",2.0,Brakes released,{'command': 'released'},
"['Brakes', 'disengaged']","['O', 'O']",2.0,Brakes disengaged,{'command': 'disengaged'},
"['Braking', 'system', 'disengaged']","['O', 'O', 'B-status']",2.0,Braking system disengaged,{'status': 'disengaged'},
"['Braking', 'system', 'released']","['O', 'O', 'B-status']",2.0,Braking system released,{'status': 'released'},
"['Braking', 'system', 'off']","['O', 'O', 'B-status']",2.0,Braking system off,{'status': 'off'},
"['Braking', 'system', 'stopped']","['O', 'O', 'B-status']",2.0,Braking system stopped,{'status': 'stopped'},
"['Braking', 'system', 'unlocked']","['O', 'O', 'B-status']",2.0,Braking system unlocked,{'status': 'unlocked'},
"['release', 'the', 'braking', 'system']","['B-action', 'O', 'O', 'O']",2.0,release the braking system,{'action': 'release'},
"['disengage', 'the', 'braking', 'system']","['B-action', 'O', 'O', 'O']",2.0,disengage the braking system,{'action': 'disengage'},
"['free', 'the', 'braking', 'system']","['B-action', 'O', 'O', 'O']",2.0,free the braking system,{'action': 'free'},
"['remove', 'the', 'braking', 'system']","['B-action', 'O', 'O', 'O']",2.0,remove the braking system,{'action': 'remove'},
"['turn', 'off', 'the', 'braking', 'system']","['B-action', 'I-action', 'O', 'O', 'O']",2.0,turn off the braking system,{'action': 'turn off'},
"['unlock', 'the', 'braking', 'system']","['B-action', 'O', 'O', 'O']",2.0,unlock the braking system,{'action': 'unlock'},
"['open', 'the', 'braking', 'system']","['B-action', 'O', 'O', 'O']",2.0,open the braking system,{'action': 'open'},
"['Brakes', 'free', 'position']","['O', 'O', 'O']",2.0,Brakes free position,{'position': 'free position'},
"['Brakes', 'disengaged']","['O', 'O']",2.0,Brakes disengaged,{'position': 'disengaged'},
"['Brakes', 'released']","['O', 'O']",2.0,Brakes released,{'position': 'released'},
"['Brakes', 'open']","['O', 'O']",2.0,Brakes open,{'position': 'open'},
"['off', 'braking']","['O', 'O']",2.0,off braking,{'command': 'off'},
"['stop', 'braking']","['O', 'O']",2.0,stop braking,{'command': 'stop'},
"['out', 'braking']","['O', 'O']",2.0,out braking,{'command': 'out'},
"['free', 'braking']","['O', 'O']",2.0,free braking,{'command': 'free'},
"['released', 'braking']","['O', 'O']",2.0,released braking,{'command': 'released'},
"['disengaged', 'braking']","['O', 'O']",2.0,disengaged braking,{'command': 'disengaged'},
"['Brake', 'release']","['O', 'B-action']",2.0,Brake release,{'action': 'release'},
"['Brake', 'disengage']","['O', 'B-action']",2.0,Brake disengage,{'action': 'disengage'},
"['Brake', 'free']","['O', 'B-action']",2.0,Brake free,{'action': 'free'},
"['Brake', 'remove']","['O', 'B-action']",2.0,Brake remove,{'action': 'remove'},
"['Brake', 'turn', 'off']","['O', 'B-action', 'I-action']",2.0,Brake turn off,{'action': 'turn off'},
"['Brake', 'unlock']","['O', 'B-action']",2.0,Brake unlock,{'action': 'unlock'},
"['Brake', 'open']","['O', 'B-action']",2.0,Brake open,{'action': 'open'},
"['released', 'brakes']","['O', 'O']",2.0,released brakes,{'state': 'released'},
"['disengaged', 'brakes']","['O', 'O']",2.0,disengaged brakes,{'state': 'disengaged'},
"['off', 'brakes']","['O', 'O']",2.0,off brakes,{'state': 'off'},
"['free', 'brakes']","['O', 'O']",2.0,free brakes,{'state': 'free'},
"['unlocked', 'brakes']","['O', 'O']",2.0,unlocked brakes,{'state': 'unlocked'},
"['inactive', 'brakes']","['O', 'O']",2.0,inactive brakes,{'state': 'inactive'},
"['open', 'brakes']","['O', 'O']",2.0,open brakes,{'state': 'open'},
"['Turn', 'to', 'heading', '000']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 000,{'heading': '000'},
"['Turn', 'to', 'heading', '005']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 005,{'heading': '005'},
"['Turn', 'to', 'heading', '010']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 010,{'heading': '010'},
"['Turn', 'to', 'heading', '015']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 015,{'heading': '015'},
"['Turn', 'to', 'heading', '020']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 020,{'heading': '020'},
"['Turn', 'to', 'heading', '025']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 025,{'heading': '025'},
"['Turn', 'to', 'heading', '030']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 030,{'heading': '030'},
"['Turn', 'to', 'heading', '035']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 035,{'heading': '035'},
"['Turn', 'to', 'heading', '040']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 040,{'heading': '040'},
"['Turn', 'to', 'heading', '045']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 045,{'heading': '045'},
"['Turn', 'to', 'heading', '050']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 050,{'heading': '050'},
"['Turn', 'to', 'heading', '055']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 055,{'heading': '055'},
"['Turn', 'to', 'heading', '060']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 060,{'heading': '060'},
"['Turn', 'to', 'heading', '065']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 065,{'heading': '065'},
"['Turn', 'to', 'heading', '070']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 070,{'heading': '070'},
"['Turn', 'to', 'heading', '075']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 075,{'heading': '075'},
"['Turn', 'to', 'heading', '080']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 080,{'heading': '080'},
"['Turn', 'to', 'heading', '085']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 085,{'heading': '085'},
"['Turn', 'to', 'heading', '090']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 090,{'heading': '090'},
"['Turn', 'to', 'heading', '095']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 095,{'heading': '095'},
"['Turn', 'to', 'heading', '100']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 100,{'heading': '100'},
"['Turn', 'to', 'heading', '105']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 105,{'heading': '105'},
"['Turn', 'to', 'heading', '110']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 110,{'heading': '110'},
"['Turn', 'to', 'heading', '115']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 115,{'heading': '115'},
"['Turn', 'to', 'heading', '120']","['O', 'O', 'O', 'B-heading']",3.0,Turn to heading 120,{'heading': '120'},
